Temperature,VibrationX,VibrationY,VibrationZ,Current,Voltage,RPM,MagX,MagY,MagZ,Condition,Timestamp
19.9,-0.0061,0.9838,0.0009,0.0,8.29,1354.2,0.347,-0.442,-0.14,Normal,2026-05-14 21:18:16
20.55,-0.0065,0.9833,0.0004,0.0,8.29,1319.4,0.336,-0.458,-0.158,Normal,2026-05-14 21:18:17
21.92,-0.0066,0.9834,0.0001,0.0,8.29,1319.4,0.335,-0.437,-0.138,Normal,2026-05-14 21:18:17
20.63,-0.0066,0.9837,0.0004,0.0,8.29,1320.6,0.337,-0.459,-0.158,Normal,2026-05-14 21:18:18
20.55,-0.0066,0.9833,0.0002,0.0,8.28,1320.6,0.333,-0.439,-0.142,Normal,2026-05-14 21:18:18
20.63,-0.0062,0.9834,0.0005,0.0,8.3,1310.8,0.347,-0.442,-0.138,Normal,2026-05-14 21:18:19
19.9,-0.0068,0.9836,0.0005,0.0,8.29,1310.8,0.332,-0.456,-0.156,Normal,2026-05-14 21:18:20
21.6,-0.0068,0.9837,0.0009,0.0,8.3,1319.4,0.335,-0.437,-0.138,Normal,2026-05-14 21:18:20
20.39,-0.0067,0.9836,0.0005,0.0,8.3,1319.4,0.342,-0.458,-0.157,Normal,2026-05-14 21:18:21
20.47,-0.0065,0.9837,0.0005,0.0,8.3,1338.0,0.331,-0.445,-0.148,Normal,2026-05-14 21:18:21
20.63,-0.0066,0.9837,0.0005,0.0,8.3,1338.0,0.34,-0.436,-0.134,Normal,2026-05-14 21:18:22
23.13,-0.0068,0.9836,0.0005,0.0,8.31,1310.8,0.348,-0.455,-0.152,Normal,2026-05-14 21:18:22
20.95,-0.0068,0.9834,0.0005,0.0,8.28,1310.8,0.33,-0.45,-0.151,Normal,2026-05-14 21:18:23
20.63,-0.0063,0.9828,-0.0002,0.0,8.28,1310.8,0.338,-0.437,-0.135,Normal,2026-05-14 21:18:24
20.23,-0.0063,0.9834,-0.0001,0.0,8.29,1310.8,0.347,-0.451,-0.15,Normal,2026-05-14 21:18:24
20.15,-0.007,0.9836,0.0007,0.0,8.3,1310.8,0.332,-0.451,-0.152,Normal,2026-05-14 21:18:25
18.94,-0.0062,0.9837,0.0002,0.0,8.29,1310.8,0.344,-0.437,-0.134,Normal,2026-05-14 21:18:25
20.71,-0.0063,0.9834,0.0007,0.0,8.3,1329.3,0.339,-0.459,-0.159,Normal,2026-05-14 21:18:26
20.87,-0.0063,0.9836,0.0007,0.0,8.3,1329.3,0.331,-0.443,-0.146,Normal,2026-05-14 21:18:26
20.63,-0.0071,0.9837,0.0011,0.0,8.29,1311.9,0.346,-0.453,-0.151,Normal,2026-05-14 21:18:27
20.63,-0.0067,0.9834,0.0012,0.0,8.3,1311.9,0.329,-0.445,-0.148,Normal,2026-05-14 21:18:28
18.94,-0.0068,0.9834,0.001,0.0,8.29,1338.0,0.35,-0.448,-0.145,Normal,2026-05-14 21:18:28
20.87,-0.0066,0.9832,0.0005,0.0,8.3,1338.0,0.332,-0.453,-0.154,Normal,2026-05-14 21:18:29
20.47,-0.0066,0.9833,-0.0001,0.0,8.29,1310.8,0.338,-0.436,-0.135,Normal,2026-05-14 21:18:29
20.87,-0.0068,0.9834,-0.0002,0.0,8.29,1310.8,0.345,-0.455,-0.153,Normal,2026-05-14 21:18:30
18.62,-0.0067,0.9836,0.0007,0.0,8.29,1302.1,0.33,-0.444,-0.148,Normal,2026-05-14 21:18:30
20.63,-0.0063,0.9836,0.0006,0.0,8.3,1302.1,0.348,-0.446,-0.144,Normal,2026-05-14 21:18:31
20.71,-0.0063,0.9832,0.0002,0.0,8.3,1303.2,0.333,-0.455,-0.155,Normal,2026-05-14 21:18:32
19.02,-0.0066,0.9832,-0.0004,0.0,8.3,1303.2,0.335,-0.437,-0.139,Normal,2026-05-14 21:18:32
20.55,-0.0067,0.9832,-0.0006,0.0,8.3,1302.1,0.349,-0.443,-0.138,Normal,2026-05-14 21:18:33
20.23,-0.0066,0.9832,-0.001,0.0,8.29,1302.1,0.332,-0.456,-0.157,Normal,2026-05-14 21:18:33
20.71,-0.0062,0.983,-0.0013,0.0,8.28,1336.8,0.334,-0.439,-0.141,Normal,2026-05-14 21:18:34
21.19,-0.0062,0.9832,-0.0005,0.0,8.28,1336.8,0.348,-0.442,-0.138,Normal,2026-05-14 21:18:34
19.02,-0.0068,0.9836,-0.0001,0.0,8.3,1328.1,0.332,-0.454,-0.155,Normal,2026-05-14 21:18:35
20.95,-0.0068,0.9836,0.0004,0.0,8.3,1328.1,0.335,-0.436,-0.138,Normal,2026-05-14 21:18:36
20.71,-0.0066,0.9836,0.0007,0.0,8.3,1345.5,0.348,-0.447,-0.143,Normal,2026-05-14 21:18:36
20.63,-0.0063,0.9837,0.0007,0.0,8.29,1345.5,0.331,-0.454,-0.155,Normal,2026-05-14 21:18:37
20.71,-0.0066,0.9838,0.0009,0.0,8.29,1293.4,0.335,-0.435,-0.137,Normal,2026-05-14 21:18:37
20.63,-0.0071,0.9839,0.0007,0.0,8.29,1293.4,0.338,-0.457,-0.158,Normal,2026-05-14 21:18:38
20.71,-0.0068,0.9838,0.0007,0.0,8.29,1303.2,0.333,-0.44,-0.143,Normal,2026-05-14 21:18:39
20.63,-0.0061,0.9837,0.0009,0.0,8.3,1303.2,0.345,-0.453,-0.152,Normal,2026-05-14 21:18:39
20.39,-0.0063,0.9837,0.0009,0.0,8.28,1320.6,0.331,-0.446,-0.149,Normal,2026-05-14 21:18:40
19.34,-0.007,0.9836,0.0007,0.0,8.29,1320.6,0.348,-0.448,-0.144,Normal,2026-05-14 21:18:40
20.71,-0.0068,0.9837,0.0007,0.0,8.3,1295.7,0.33,-0.444,-0.147,Normal,2026-05-14 21:18:41
20.79,-0.0063,0.9834,0.0005,0.0,8.29,1295.7,0.347,-0.442,-0.138,Normal,2026-05-14 21:18:41
20.23,-0.0068,0.9836,0.0005,0.0,8.29,1320.6,0.334,-0.458,-0.158,Normal,2026-05-14 21:18:42
20.63,-0.007,0.9834,0.0002,0.0,8.28,1320.6,0.332,-0.442,-0.144,Normal,2026-05-14 21:18:43
20.79,-0.0067,0.9836,0.0004,0.0,8.3,1302.1,0.345,-0.439,-0.135,Normal,2026-05-14 21:18:43
18.13,-0.0067,0.9834,0.0004,0.0,8.3,1302.1,0.334,-0.457,-0.158,Normal,2026-05-14 21:18:44
20.63,-0.0067,0.9834,0.0002,0.0,8.3,1319.4,0.33,-0.442,-0.144,Normal,2026-05-14 21:18:44
21.19,-0.007,0.9836,0.0001,0.0,8.3,1319.4,0.349,-0.448,-0.144,Normal,2026-05-14 21:18:45
20.63,-0.0067,0.9836,-0.0002,0.0,8.3,1294.5,0.332,-0.454,-0.156,Normal,2026-05-14 21:18:45
20.63,-0.0063,0.9834,0.0002,0.0,8.29,1294.5,0.337,-0.435,-0.136,Normal,2026-05-14 21:18:46
20.87,-0.0065,0.9836,0.0006,0.0,8.28,1319.4,0.346,-0.451,-0.151,Normal,2026-05-14 21:18:47
20.31,-0.0066,0.9836,0.0009,0.0,8.29,1319.4,0.33,-0.448,-0.151,Normal,2026-05-14 21:18:47
20.63,-0.0066,0.9834,0.0006,0.0,8.28,1311.9,0.348,-0.445,-0.143,Normal,2026-05-14 21:18:48
19.9,-0.0063,0.9833,-0.0007,0.0,8.3,1311.9,0.33,-0.443,-0.146,Normal,2026-05-14 21:18:48
22.16,-0.0063,0.9828,-0.0015,0.0,8.3,1303.2,0.346,-0.439,-0.136,Normal,2026-05-14 21:18:49
19.82,-0.0065,0.9838,-0.0004,0.0,8.3,1303.2,0.335,-0.458,-0.158,Normal,2026-05-14 21:18:49
21.11,-0.0067,0.9836,0.0002,0.0,8.3,1310.8,0.335,-0.439,-0.141,Normal,2026-05-14 21:18:50
20.63,-0.0068,0.9833,-0.0001,0.0,8.3,1310.8,0.342,-0.459,-0.159,Normal,2026-05-14 21:18:51
19.42,-0.0063,0.9836,0.0002,0.0,8.28,1311.9,0.33,-0.441,-0.145,Normal,2026-05-14 21:18:51
20.79,-0.0063,0.9833,0.0006,0.0,8.28,1311.9,0.345,-0.439,-0.136,Normal,2026-05-14 21:18:52
20.71,-0.0065,0.9836,0.0007,0.0,8.27,1310.8,0.337,-0.458,-0.158,Normal,2026-05-14 21:18:52
20.71,-0.0066,0.9834,0.0007,0.0,8.3,1310.8,0.336,-0.436,-0.136,Normal,2026-05-14 21:18:53
22.48,-0.0066,0.9831,0.0005,0.0,8.3,1321.7,0.343,-0.458,-0.158,Normal,2026-05-14 21:18:53
20.87,-0.0066,0.9831,0.0002,0.0,8.29,1321.7,0.331,-0.441,-0.145,Normal,2026-05-14 21:18:54
20.79,-0.0063,0.9836,0.0004,0.0,8.3,1310.8,0.344,-0.437,-0.134,Normal,2026-05-14 21:18:55
21.11,-0.007,0.9834,0.0004,0.0,8.3,1310.8,0.338,-0.459,-0.158,Normal,2026-05-14 21:18:55
20.79,-0.0067,0.9836,0.0007,0.0,8.28,1310.8,0.33,-0.443,-0.146,Normal,2026-05-14 21:18:56
20.79,-0.0066,0.9834,0.0005,0.0,8.3,1310.8,0.348,-0.451,-0.148,Normal,2026-05-14 21:18:56
21.52,-0.0067,0.9836,0.0005,0.0,8.29,1303.2,0.33,-0.445,-0.148,Normal,2026-05-14 21:18:57
19.5,-0.0066,0.9836,0.0009,0.0,8.27,1303.2,0.345,-0.438,-0.135,Normal,2026-05-14 21:18:58
21.11,-0.0067,0.9833,0.0007,0.0,8.28,1311.9,0.33,-0.446,-0.148,Normal,2026-05-14 21:18:58
21.36,-0.0065,0.9832,-0.0005,0.0,8.29,1311.9,0.348,-0.442,-0.137,Normal,2026-05-14 21:18:59
21.68,-0.0066,0.983,-0.0007,0.0,8.29,1294.5,0.331,-0.455,-0.156,Normal,2026-05-14 21:18:59
21.44,-0.0061,0.9834,0.0002,0.0,8.3,1294.5,0.337,-0.437,-0.135,Normal,2026-05-14 21:19:00
22.08,-0.0068,0.9836,0.0005,0.0,8.29,1328.1,0.344,-0.457,-0.155,Normal,2026-05-14 21:19:00
20.63,-0.007,0.9836,0.0009,0.0,8.28,1328.1,0.329,-0.445,-0.148,Normal,2026-05-14 21:19:01
20.87,-0.0068,0.9837,0.001,0.0,8.29,1355.3,0.349,-0.447,-0.143,Normal,2026-05-14 21:19:02
19.5,-0.0067,0.9834,0.0006,0.0,8.29,1355.3,0.33,-0.455,-0.156,Normal,2026-05-14 21:19:02
21.19,-0.0063,0.9836,0.0007,0.0,8.29,1302.1,0.337,-0.436,-0.136,Normal,2026-05-14 21:19:03
21.19,-0.0066,0.9837,0.001,0.0,8.3,1302.1,0.337,-0.46,-0.159,Normal,2026-05-14 21:19:03
19.34,-0.0102,0.9823,0.0004,0.0,8.28,1330.4,0.339,-0.434,-0.122,Misalignment,2026-05-14 21:21:43
19.74,-0.0071,0.9812,0.002,0.0,8.29,1330.4,0.328,-0.446,-0.138,Misalignment,2026-05-14 21:21:43
19.34,-0.0073,0.9811,0.0017,0.0,8.28,1339.1,0.344,-0.458,-0.146,Misalignment,2026-05-14 21:21:43
19.9,-0.0106,0.9811,0.0022,0.0,8.3,1339.1,0.342,-0.433,-0.119,Misalignment,2026-05-14 21:21:43
19.34,-0.0098,0.9809,0.0024,0.0,8.3,1330.4,0.329,-0.445,-0.135,Misalignment,2026-05-14 21:21:43
19.34,-0.0092,0.9812,0.0022,0.0,8.29,1330.4,0.339,-0.458,-0.146,Misalignment,2026-05-14 21:21:43
19.34,-0.0123,0.9816,0.0022,0.0,8.28,1339.1,0.349,-0.442,-0.124,Misalignment,2026-05-14 21:21:43
19.34,-0.0109,0.9811,0.0024,0.0,8.28,1339.1,0.335,-0.433,-0.118,Misalignment,2026-05-14 21:21:44
19.99,-0.0122,0.9815,0.0028,0.0,8.28,1339.1,0.329,-0.451,-0.136,Misalignment,2026-05-14 21:21:44
19.26,-0.0127,0.9816,0.0016,0.0,8.3,1339.1,0.345,-0.457,-0.138,Misalignment,2026-05-14 21:21:45
19.18,-0.0113,0.9812,0.0027,0.0,8.3,1339.1,0.348,-0.438,-0.114,Misalignment,2026-05-14 21:21:46
19.34,-0.0122,0.9815,-0.0001,0.0,8.28,1339.1,0.335,-0.435,-0.113,Misalignment,2026-05-14 21:21:46
20.07,-0.0128,0.9816,0.0018,0.0,8.28,1339.1,0.326,-0.446,-0.125,Misalignment,2026-05-14 21:21:47
19.34,-0.0112,0.9816,0.0026,0.0,8.3,1339.1,0.335,-0.459,-0.134,Misalignment,2026-05-14 21:21:47
19.34,-0.0135,0.9812,0.0007,0.0,8.3,1347.8,0.347,-0.446,-0.118,Misalignment,2026-05-14 21:21:48
16.52,-0.0112,0.981,0.0022,0.0,8.28,1347.8,0.341,-0.434,-0.103,Misalignment,2026-05-14 21:21:48
19.34,-0.0129,0.9814,-0.0002,0.0,8.29,1330.4,0.33,-0.434,-0.107,Misalignment,2026-05-14 21:21:49
19.34,-0.0133,0.9814,0.0011,0.0,8.28,1330.4,0.325,-0.45,-0.121,Misalignment,2026-05-14 21:21:50
18.94,-0.0101,0.9811,0.0021,0.0,8.3,1347.8,0.336,-0.461,-0.129,Misalignment,2026-05-14 21:21:50
18.53,-0.0121,0.9814,0.0023,0.0,8.28,1347.8,0.345,-0.454,-0.122,Misalignment,2026-05-14 21:21:51
19.34,-0.0093,0.9811,0.0017,0.0,8.29,1339.1,0.349,-0.441,-0.106,Misalignment,2026-05-14 21:21:51
19.34,-0.01,0.9811,0.0034,0.0,8.28,1339.1,0.342,-0.434,-0.098,Misalignment,2026-05-14 21:21:52
18.78,-0.0085,0.9809,0.0017,0.0,8.28,1347.8,0.333,-0.432,-0.1,Misalignment,2026-05-14 21:21:53
18.78,-0.0109,0.9816,0.0009,0.0,8.27,1347.8,0.327,-0.438,-0.108,Misalignment,2026-05-14 21:21:53
20.71,-0.0085,0.981,0.0016,0.0,8.29,1339.1,0.326,-0.449,-0.119,Misalignment,2026-05-14 21:21:54
19.02,-0.0122,0.9821,0.0006,0.0,8.28,1339.1,0.331,-0.459,-0.126,Misalignment,2026-05-14 21:21:54
18.62,-0.0132,0.9821,0.0023,0.0,8.28,1347.8,0.338,-0.46,-0.126,Misalignment,2026-05-14 21:21:55
20.55,-0.0134,0.982,0.0011,0.0,8.29,1347.8,0.347,-0.45,-0.114,Misalignment,2026-05-14 21:21:55
19.34,-0.0116,0.9817,0.0024,0.0,8.29,1339.1,0.346,-0.439,-0.102,Misalignment,2026-05-14 21:21:56
19.34,-0.0131,0.9821,0.0018,0.0,8.28,1339.1,0.339,-0.432,-0.096,Misalignment,2026-05-14 21:21:57
19.02,-0.01,0.9811,0.0032,0.0,8.27,1347.8,0.33,-0.433,-0.1,Misalignment,2026-05-14 21:21:57
19.1,-0.0072,0.9809,0.0011,0.0,8.28,1347.8,0.329,-0.436,-0.104,Misalignment,2026-05-14 21:21:58
19.02,-0.0077,0.9811,0.0023,0.0,8.28,1339.1,0.327,-0.445,-0.113,Misalignment,2026-05-14 21:21:58
18.13,-0.009,0.9815,0.0005,0.0,8.27,1339.1,0.329,-0.455,-0.122,Misalignment,2026-05-14 21:21:59
19.18,-0.0076,0.981,0.001,0.0,8.28,1347.8,0.336,-0.46,-0.125,Misalignment,2026-05-14 21:21:59
19.34,-0.0115,0.9819,0.0009,0.0,8.27,1347.8,0.346,-0.438,-0.099,Misalignment,2026-05-14 21:22:00
18.05,-0.0117,0.9815,0.0034,0.0,8.28,1338.0,0.34,-0.433,-0.095,Misalignment,2026-05-14 21:22:01
16.84,-0.0128,0.982,0.0021,0.0,8.27,1338.0,0.333,-0.433,-0.096,Misalignment,2026-05-14 21:22:01
19.18,-0.0094,0.9811,0.0033,0.0,8.28,1347.8,0.331,-0.435,-0.101,Misalignment,2026-05-14 21:22:02
18.94,-0.0073,0.9811,0.002,0.0,8.27,1347.8,0.326,-0.44,-0.107,Misalignment,2026-05-14 21:22:02
19.9,-0.0078,0.9812,0.0027,0.0,8.28,1339.1,0.326,-0.447,-0.114,Misalignment,2026-05-14 21:22:03
18.86,-0.0099,0.9816,0.0015,0.0,8.27,1339.1,0.327,-0.456,-0.122,Misalignment,2026-05-14 21:22:03
18.94,-0.0083,0.9816,0.0007,0.0,8.27,1347.8,0.337,-0.459,-0.122,Misalignment,2026-05-14 21:22:04
18.62,-0.0117,0.9823,0.0012,0.0,8.27,1347.8,0.343,-0.455,-0.116,Misalignment,2026-05-14 21:22:05
18.86,-0.0107,0.9819,0.0034,0.0,8.28,1347.8,0.346,-0.449,-0.111,Misalignment,2026-05-14 21:22:05
18.13,-0.0116,0.9821,0.0037,0.0,8.29,1347.8,0.347,-0.443,-0.103,Misalignment,2026-05-14 21:22:06
17.89,-0.0081,0.9815,0.0032,0.0,8.28,1347.8,0.345,-0.438,-0.097,Misalignment,2026-05-14 21:22:06
18.62,-0.0082,0.9816,0.0009,0.0,8.27,1347.8,0.342,-0.434,-0.094,Misalignment,2026-05-14 21:22:07
17.33,-0.0095,0.9811,0.001,0.0,8.29,1347.8,0.342,-0.433,-0.092,Misalignment,2026-05-14 21:22:07
15.88,-0.0128,0.9819,0.0007,0.0,8.29,1347.8,0.328,-0.437,-0.1,Misalignment,2026-05-14 21:22:08
18.94,-0.0124,0.9819,0.0013,0.0,8.28,1338.0,0.327,-0.435,-0.099,Misalignment,2026-05-14 21:22:09
18.94,-0.009,0.9811,0.003,0.0,8.27,1338.0,0.325,-0.438,-0.103,Misalignment,2026-05-14 21:22:09
19.26,-0.0082,0.9812,0.0015,0.0,8.28,1347.8,0.325,-0.443,-0.108,Misalignment,2026-05-14 21:22:10
18.94,-0.0078,0.981,0.002,0.0,8.28,1347.8,0.325,-0.45,-0.114,Misalignment,2026-05-14 21:22:10
18.94,-0.012,0.9825,0.0016,0.0,8.28,1339.1,0.327,-0.454,-0.118,Misalignment,2026-05-14 21:22:11
19.34,-0.0112,0.982,0.0035,0.0,8.27,1339.1,0.333,-0.459,-0.122,Misalignment,2026-05-14 21:22:11
19.26,-0.0112,0.9817,0.0037,0.0,8.28,1347.8,0.333,-0.459,-0.122,Misalignment,2026-05-14 21:22:12
19.34,-0.0077,0.9812,0.0027,0.0,8.27,1347.8,0.337,-0.459,-0.121,Misalignment,2026-05-14 21:22:13
19.34,-0.0076,0.981,0.0029,0.0,8.27,1347.8,0.34,-0.457,-0.12,Misalignment,2026-05-14 21:22:13
19.1,-0.0101,0.9816,0.0011,0.0,8.28,1347.8,0.344,-0.455,-0.115,Misalignment,2026-05-14 21:22:14
19.66,-0.0118,0.9817,0.0034,0.0,8.28,1347.8,0.343,-0.455,-0.117,Misalignment,2026-05-14 21:22:14
19.42,-0.0121,0.9817,0.0032,0.0,8.28,1347.8,0.347,-0.452,-0.112,Misalignment,2026-05-14 21:22:15
19.5,-0.0081,0.9811,0.0034,0.0,8.26,1347.8,0.347,-0.45,-0.111,Misalignment,2026-05-14 21:22:16
18.62,-0.0076,0.9814,0.0023,0.0,8.28,1347.8,0.347,-0.448,-0.107,Misalignment,2026-05-14 21:22:16
18.53,-0.01,0.982,0.0013,0.0,8.28,1347.8,0.346,-0.445,-0.103,Misalignment,2026-05-14 21:22:17
19.34,-0.0127,0.9819,0.0024,0.0,8.27,1347.8,0.346,-0.438,-0.097,Misalignment,2026-05-14 21:22:17
19.1,-0.0128,0.9819,0.0015,0.0,8.28,1339.1,0.341,-0.434,-0.092,Misalignment,2026-05-14 21:22:18
18.62,-0.0102,0.9812,0.003,0.0,8.28,1339.1,0.337,-0.432,-0.091,Misalignment,2026-05-14 21:22:18
18.94,-0.0117,0.9816,0.0006,0.0,8.28,1347.8,0.332,-0.434,-0.095,Misalignment,2026-05-14 21:22:19
19.26,-0.0084,0.9809,0.0018,0.0,8.28,1347.8,0.328,-0.436,-0.1,Misalignment,2026-05-14 21:22:20
19.18,-0.0098,0.9814,-0.0002,0.0,8.27,1339.1,0.326,-0.44,-0.104,Misalignment,2026-05-14 21:22:20
18.45,-0.009,0.9811,0.0007,0.0,8.27,1339.1,0.325,-0.445,-0.109,Misalignment,2026-05-14 21:22:21
19.02,-0.0123,0.9821,0.0017,0.0,8.27,1339.1,0.325,-0.446,-0.11,Misalignment,2026-05-14 21:22:21
19.1,-0.0093,0.9814,0.0032,0.0,8.27,1339.1,0.324,-0.446,-0.11,Misalignment,2026-05-14 21:22:22
16.52,-0.0087,0.9812,0.0034,0.0,8.28,1347.8,0.326,-0.452,-0.114,Misalignment,2026-05-14 21:22:22
19.18,-0.0087,0.9815,0.0016,0.0,8.28,1347.8,0.325,-0.456,-0.118,Misalignment,2026-05-14 21:22:23
19.1,-0.0068,0.9814,0.0012,0.0,8.26,1347.8,0.328,-0.454,-0.116,Misalignment,2026-05-14 21:22:24
19.02,-0.0128,0.9823,0.0017,0.0,8.27,1347.8,0.33,-0.458,-0.119,Misalignment,2026-05-14 21:22:24
18.78,-0.0094,0.9814,0.0023,0.0,8.28,1347.8,0.33,-0.458,-0.118,Misalignment,2026-05-14 21:22:25
19.34,-0.0084,0.9816,0.0034,0.0,8.28,1347.8,0.333,-0.46,-0.12,Misalignment,2026-05-14 21:22:25
19.18,-0.009,0.9814,0.0007,0.0,8.28,1339.1,0.333,-0.459,-0.118,Misalignment,2026-05-14 21:22:26
19.18,-0.0089,0.9815,0.0004,0.0,8.28,1339.1,0.332,-0.459,-0.117,Misalignment,2026-05-14 21:22:26
19.18,-0.0129,0.9816,0.002,0.0,8.28,1347.8,0.332,-0.458,-0.116,Misalignment,2026-05-14 21:22:27
19.26,-0.0085,0.9811,0.0033,0.0,8.26,1347.8,0.334,-0.458,-0.117,Misalignment,2026-05-14 21:22:28
18.94,-0.0081,0.9811,0.0033,0.0,8.26,1356.5,0.334,-0.46,-0.12,Misalignment,2026-05-14 21:22:28
18.86,-0.0101,0.9821,0.0013,0.0,8.26,1356.5,0.336,-0.459,-0.118,Misalignment,2026-05-14 21:22:29
19.34,-0.0124,0.9821,0.0032,0.0,8.26,1347.8,0.338,-0.457,-0.117,Misalignment,2026-05-14 21:22:29
19.1,-0.0111,0.9823,0.0027,0.0,8.28,1347.8,0.339,-0.458,-0.116,Misalignment,2026-05-14 21:22:30
19.18,-0.0076,0.9815,0.0024,0.0,8.28,1347.8,0.337,-0.458,-0.117,Misalignment,2026-05-14 21:22:30
19.02,-0.0077,0.9812,0.0021,0.0,8.27,1347.8,0.335,-0.459,-0.118,Misalignment,2026-05-14 21:22:31
19.26,-0.012,0.9819,0.0005,0.0,8.28,1339.1,0.332,-0.459,-0.119,Misalignment,2026-05-14 21:22:32
18.94,-0.0102,0.9814,0.0026,0.0,8.27,1339.1,0.336,-0.458,-0.116,Misalignment,2026-05-14 21:22:32
18.94,-0.01,0.9815,0.0032,0.0,8.27,1356.5,0.336,-0.46,-0.117,Misalignment,2026-05-14 21:22:33
19.26,-0.0081,0.9812,0.0017,0.0,8.27,1356.5,0.334,-0.457,-0.116,Misalignment,2026-05-14 21:22:33
18.62,-0.0083,0.9814,0.002,0.0,8.28,1347.8,0.334,-0.461,-0.119,Misalignment,2026-05-14 21:22:34
16.36,-0.0116,0.9823,0.0015,0.0,8.26,1347.8,0.334,-0.458,-0.116,Misalignment,2026-05-14 21:22:34
19.26,-0.0079,0.9814,0.0033,0.0,8.27,1346.7,0.344,-0.454,-0.11,Misalignment,2026-05-14 21:22:35
19.34,-0.0081,0.9812,0.001,0.0,8.28,1346.7,0.347,-0.441,-0.095,Misalignment,2026-05-14 21:22:36
19.1,-0.0105,0.9817,0.0004,0.0,8.26,1345.5,0.334,-0.434,-0.09,Misalignment,2026-05-14 21:22:36
18.7,-0.0115,0.9817,0.0032,0.0,8.28,1345.5,0.329,-0.437,-0.097,Misalignment,2026-05-14 21:22:37
19.1,-0.0076,0.9812,0.0022,0.0,8.28,1346.7,0.328,-0.436,-0.096,Misalignment,2026-05-14 21:22:37
18.94,-0.0079,0.9812,0.0024,0.0,8.28,1346.7,0.327,-0.436,-0.097,Misalignment,2026-05-14 21:22:38
18.94,-0.0118,0.982,0.0011,0.0,8.27,1347.8,0.327,-0.438,-0.097,Misalignment,2026-05-14 21:22:39
19.1,-0.0123,0.9823,0.002,0.0,8.27,1347.8,0.326,-0.437,-0.098,Misalignment,2026-05-14 21:22:39
18.45,-0.0098,0.9816,0.004,0.0,8.27,1347.8,0.327,-0.435,-0.096,Misalignment,2026-05-14 21:22:40
20.15,-0.0082,0.9814,0.002,0.0,8.26,1347.8,0.326,-0.436,-0.096,Misalignment,2026-05-14 21:22:40
19.18,-0.0084,0.9815,0.002,0.0,8.28,1347.8,0.328,-0.436,-0.096,Misalignment,2026-05-14 21:22:41
16.76,-0.0126,0.9823,0.0029,0.0,8.26,1347.8,0.327,-0.434,-0.094,Misalignment,2026-05-14 21:22:41
19.34,-0.0122,0.9821,0.003,0.0,8.27,1347.8,0.33,-0.435,-0.093,Misalignment,2026-05-14 21:22:42
17.25,-0.0081,0.9816,0.0029,0.0,8.27,1347.8,0.329,-0.433,-0.091,Misalignment,2026-05-14 21:22:43
18.29,-0.0113,0.9821,0.0011,0.0,8.26,1347.8,0.331,-0.433,-0.091,Misalignment,2026-05-14 21:22:43
18.86,-0.0115,0.982,0.0009,0.0,8.27,1347.8,0.331,-0.436,-0.093,Misalignment,2026-05-14 21:22:44
19.02,-0.0113,0.9816,0.003,0.0,8.26,1347.8,0.331,-0.433,-0.09,Misalignment,2026-05-14 21:22:44
19.34,-0.0076,0.9814,0.0018,0.0,8.26,1347.8,0.332,-0.432,-0.089,Misalignment,2026-05-14 21:22:45
21.44,-0.0079,0.9811,0.001,0.0,8.28,1347.8,0.331,-0.429,-0.087,Misalignment,2026-05-14 21:22:45
19.02,-0.0121,0.9823,0.0005,0.0,8.28,1347.8,0.325,-0.44,-0.099,Misalignment,2026-05-14 21:22:46
19.18,-0.0089,0.9814,0.0024,0.0,8.28,1345.5,0.326,-0.453,-0.111,Misalignment,2026-05-14 21:22:47
18.7,-0.0083,0.9815,0.0024,0.0,8.27,1345.5,0.325,-0.452,-0.111,Misalignment,2026-05-14 21:22:47
19.34,-0.0106,0.9819,0.0001,0.0,8.27,1347.8,0.325,-0.452,-0.11,Misalignment,2026-05-14 21:22:48
19.34,-0.0115,0.9819,0.0005,0.0,8.27,1347.8,0.326,-0.447,-0.105,Misalignment,2026-05-14 21:22:48
19.18,-0.0115,0.9814,0.0032,0.0,8.26,1347.8,0.324,-0.446,-0.105,Misalignment,2026-05-14 21:22:49
17.16,-0.0081,0.981,0.0021,0.0,8.28,1347.8,0.326,-0.447,-0.106,Misalignment,2026-05-14 21:22:49
18.94,-0.0081,0.9811,0.0017,0.0,8.27,1347.8,0.326,-0.444,-0.103,Misalignment,2026-05-14 21:22:50
19.34,-0.0126,0.9823,0.0015,0.0,8.26,1347.8,0.325,-0.444,-0.102,Misalignment,2026-05-14 21:22:51
18.78,-0.0124,0.9821,0.0027,0.0,8.28,1347.8,0.326,-0.438,-0.097,Misalignment,2026-05-14 21:22:51
19.02,-0.0083,0.9811,0.0024,0.0,8.26,1347.8,0.329,-0.434,-0.092,Misalignment,2026-05-14 21:22:52
19.18,-0.0117,0.9825,0.001,0.0,8.26,1346.7,0.326,-0.447,-0.105,Misalignment,2026-05-14 21:22:52
19.18,-0.0105,0.9817,0.0032,0.0,8.27,1346.7,0.332,-0.459,-0.115,Misalignment,2026-05-14 21:22:53
19.1,-0.0105,0.9814,0.0037,0.0,8.27,1346.7,0.328,-0.456,-0.114,Misalignment,2026-05-14 21:22:53
19.42,-0.0088,0.9815,0.0015,0.0,8.28,1346.7,0.325,-0.454,-0.112,Misalignment,2026-05-14 21:22:54
19.02,-0.0093,0.9814,0.0016,0.0,8.28,1347.8,0.326,-0.454,-0.111,Misalignment,2026-05-14 21:22:55
